id,y_true,y_pred,score,headline_short,description_short
439842.0,1,0,0.054519192595676884,Beurzen gaan wereldwijd opnieuw fors in het rood,"BRUSSEL - Bijna alle grote aandelenbeurzen in Europa, Noord-Amerika en Azi? hebben vrijdag zware verliezen geleden. De Europese beurzen doken vrijdagmiddag, na een licht positie..."
673366.0,1,0,0.07278361549571029,Jobaanbod valt sterk terug,BRUSSEL -- Het aantal jobaanbiedingen in Vlaanderen lag in het tweede kwartaal van dit jaar tussen 4 en 9 procent lager dan in de vergelijkbare maanden april-juni van vorig jaar...
646732.0,1,0,0.07328624344202254,Student moet illegale muzieksite sluiten,ANTWERPEN -- Een 19-jarige student handelsingenieur moet van de rechtbank in kortgeding zijn internetsite sluiten. Daarop publiceerde hij 25.000 links naar muziekbestanden waaro...
646973.0,1,0,0.07420504130380146,Spraaktechnologie kan sciencefiction-beloften eindelijk waarmaken,"Je hebt het zeker al ontelbare keren gezien in de film: iemand geeft gewoon mondeling een opdracht aan zijn computer, waarop die netjes antwoordt en de opdracht uitvoert. Denk m..."
669309.0,1,0,0.07425526225126418,Optieplan bezorgt werknemers kater,"BRUSSEL -- De forse duik die de beurzen de afgelopen weken en maanden maakten, heeft niet alleen heel wat beleggers een serieuze duit gekost. Ook veel werknemers die ingetekend ..."
666729.0,1,0,0.07443751709412427,Vrouwen geven vaker cadeaus,"BRUSSEL. - We geven meer maar goedkopere cadeaus. Dat blijkt uit een onderzoek bij de geschenkensector. Fedis, de federatie van de distributieondernemingen, liet de nieuwste cad..."
1784334.0,1,0,0.0761779628305898,Werkaanbod begint te dalen,BRUSSEL - De economische malaise manifesteert zich nu ook op de arbeidsmarkt. Er komen minder nieuwe vacatures bij en in de kmo's van West- en Oost-Vlaanderen en in Brussel gaat...
669645.0,1,0,0.07816656119705903,(missing),"TROTTOIR Bert Anciaux, het fenomeen Patrick Dewael, het commentaar Johan Swinnen, de diplomatie ,,De Kist van Oxford'', de controverse (35-39) RONDE VAN FRANKRIJK Tour begint me..."
667403.0,1,0,0.08601135222076844,SOLIDARITEITSPRIJS. Vrouwenraad,"Een maand lang geeft De Standaard aan non-profitorganisaties de kans om zich paginagroot voor te stellen. De organisatie die de sterkste advertentie levert, wint de derde De Sta..."
445765.0,1,0,0.08942774764118448,Piraterij op werkvloer dient aangepakt,De Belgian Anti-Piracy Federation (BAF) zal de komende maanden de bedrijfswereld alert maken voor het probleem van piraterij op servers van bedrijven. Daar zouden vooral muziek ...
666572.0,1,0,0.08944480442757925,Conjunctuur duikt,BRUSSEL - Het vertrouwen van de Belgische ondernemers in de economische ontwikkeling is afgelopen maand onderuit gegaan. Of beter gezegd: het bedrijfsleven vreest dat de industr...
676926.0,1,0,0.10886669553709563,Belgische verbruiker wint weinig bij olieprijsdaling,"WENEN (reuters, eigen berichtgeving) -- De prijs van de ruwe olie heeft gisteren een tuimeling gemaakt nadat het oliekartel Opec het eens werd om de productie met 7,4 procent te..."
479036.0,1,0,0.11536996724590823,Ambities waarmaken,Een overweldigende meerderheid van de Fortis-aandeelhouders heeft gisteren het licht op groen gezet voor de overname van ABN Amro. Fortis mag ook 13 miljard euro vers geld ophal...
482677.0,1,0,0.11942041170619183,Belgen betalen schulden beter af,"BRUSSEL. - Het aantal wanbetalers in Belgi? zakt voor het derde jaar op rij. Dit keer met ruim 1 procent tot 339.288. Het lijkt een paradox, maar het is er geen. De Belgen leven..."
445646.0,1,0,0.11988730112027655,Aanslagen tijdens herdenking genocide,KIGALI - Van onze redactrice in Rwanda Tijdens een herdenkingsplechtigheid in het centrum van Kigali is donderdagavond een politieman gedood en raakten twee anderen gewond. In h...
675211.0,1,0,0.12257840334291889,Starck neemt Eurostar onder handen,"BRUSSEL -- Eurostar, de maatschappij die de treinverbinding tussen Brussel en Parijs en Londen via de Kanaaltunnel verzekert, investeert 50 miljoen euro of ruim 2 miljard frank ..."
667351.0,1,0,0.1228966928804178,Rwandese maatschappij dreigt met rechtszaak,"De Rwandese cargomaatschappij Silverback Cargo Freighters, die op de Belgische zwarte lijst van vliegtuigmaatschappijen staat, dreigt ermee een rechtszaak aan te spannen tegen d..."
668935.0,1,0,0.12416713569723674,Test-Aankoop biedt belkorting,BRUSSEL - De consumentenorganisatie Test-Aankoop biedt haar leden de mogelijkheid om extra voordelig te telefoneren. Met vijf operatoren zijn akkoorden afgesloten waarbij leden ...
668400.0,1,0,0.12480535738169722,Overstromingen teisteren Istanbul,ISTANBUL/LOS ANGELES (dpa) - De Turkse stad Istanbul heeft af te rekenen met de ergste overstromingen in jaren. Tientallen bewoners van lager gelegen wijken moesten door de redd...
433476.0,1,0,0.12495470561516746,Natuurlijk loont creativiteit,De Ierse schrijver Oscar Wilde noteerde in zijn roman Het Portret van Dorian Gray dat alle kunst nutteloos is. Daar is iets voor te zeggen. Vele mensen lezen boeken in hun vakan...
