id,y_true,y_pred,score,headline_short,description_short
676882.0,0,1,1.3086481766807745,Artikel zonder titel,BENINSE CONNECTIE BRUSSEL -- Ongeveer 350 Belgische militairen oefenen in Benin met het Benins leger in vredeshandhaving. De oefening illustreert hoe nauw Belgi? militair met Be...
669819.0,0,1,1.2320666609028588,(missing),WETENSCHAP Plastic stopt maagzuur Bed uit voor de storm Goede wijnproever onthoudt geuren (23-25) EXCLUSIEF Het dagboek van Frank De Winne (BUITENLAND/) DE ERFENIS VAN NERO Win ...
445835.0,0,1,1.204143579939859,'Abdelkader Belliraj bekent geen moorden',De Marokkaans-Belgische terreurverdachte Abdelkader Belliraj uit Evergem is gisteren in Marokko voor de onderzoeksrechter verschenen. In het Marokkaanse rechtssysteem is hij het...
647331.0,0,1,1.1584970102696954,Tractebel helemaal in Franse handen Vriendelijk bod van Suez-Lyonnaise,Van onze redacteur BRUSSEL -- De Franse nutsgroep Suez Lyonnaise des Eaux brengt een openbaar bod uit op de 49 procent Tractebel-aandelen die ze nog niet bezit. Het ziet ernaar ...
674158.0,0,1,1.143920839089086,(missing),MORGEN IN DE WIJDE WERELD Cyprus: de schatten van een verdeeld eiland Wandelen in modestad Hasselt Ontdekkingsreis in Tanzania MORGEN IN TROTTOIR De steile opgang van de Belgisc...
462050.0,0,1,1.127675078509969,Belspellen Endemol weer onder vuur,"BRUSSEL. - De directeur van RTL Nederland geeft toe dat er is geknoeid met belspelletjes. BRUSSEL. ,,Deze week zijn de RTL-kijkers twee keer belazerd in belspelletjes die door E..."
691695.0,0,1,1.0884189349953524,Buitenlandse vrouwen zoeken Belgische spermadonor,Van onze redactrice Inge Ghijs BRUSSEL -- Steeds meer Nederlanders doen een beroep op Belgische spermabanken omdat daar sinds vorig jaar de anonimiteit van donoren is opgeheven....
646553.0,0,1,1.0783677239383456,Kaderleden Tractebel vragen Parijs om uitleg,"BRUSSEL -- De vereniging van kaderleden van Tractebel vraagt G?rard Mestrallet, de voorzitter van de Franse nutsgroep Suez Lyonnaise des Eaux, om uitleg over de berichten dat hi..."
670520.0,0,1,1.0678354246939952,Gerecht ondervraagt verdachten moord op para's,BRUSSEL -- De Brusselse onderzoeksrechter Damien Vandermeersch ondervraagt volgende week in de gevangenis van het Rwandese Kigali twee verdachten van de moord op tien Belgische ...
665845.0,0,1,1.066491700822516,KORT,-? TSUNAMI. Munten brengen 58.159 euro op -? MONT-BLANCPROCES. Verzekeraar Belgische trucker in beroep TSUNAMI. Munten brengen 58.159 euro op De inzameling van oude Belgische mu...
674608.0,0,1,1.0236075927386243,Politie vat verdachte met Brueghel,"ANTWERPEN -- Een Nederlandse muzikant is gearresteerd bij de verkoop van een vermoedelijk werk van Jan Brueghel de Oude. Mark B. (47) bood het werkje, omschreven als ,,Vergezich..."
668194.0,0,1,0.9812177214792588,Congolese militairen zaterdag waarschijnlijk allemaal weg,BRUSSEL - Meer dan waarschijnlijk vertrekken zaterdagochtend de laatste Congolese militairen die in Elsenborn een speciale opleiding volgen. Daarmee komt een weinig roemloos ein...
668613.0,0,1,0.9727571373211163,Dioxine: een langwerkend gif,"Dioxines zitten in sigarettenrook, komen vrij bij afvalverbranding en ontstaan als bijproduct bij de aanmaak van bestrijdingsmiddelen en sommige geneesmiddelen. Ze zijn niet in ..."
691698.0,0,1,0.9684737478089094,Nederland sprong onzorgvuldig met vogelpest om,"Van onze redacteur Antoon Wouters BRUSSEL -- Kinrooi kijkt met een bang hart naar de snelle evolutie van de vogelpest in Nederland. De bedreiging is erg dicht gekomen. ,,Nederla..."
433230.0,0,1,0.9318635678521804,Bestuurder vraagt verplichte roetfilter,ZWIJNDRECHT - De VAB pleit voor een bonus-malus die de aankoop van schone wagens steunt. In Nederland werkt die. 1.200 automobilisten gingen in op de oproep die de VAB begin apr...
647313.0,0,1,0.9123099768586322,In het brein van de beheerder,Komt er nog een vervolg op het succesverhaal dat de internationale beurzen -- de Belgische op kop -- vorig jaar schreven? Of wordt 1999 het jaar van de grote neergang? Niemand w...
482819.0,0,1,0.9080585060137412,EU tegen minimumprijs sigaretten,"BRUSSEL. (BELGA, DS) - Een minimumprijs voor sigaretten, zoals in Belgi?, verhindert de vrije concurrentie, zegt Europa. De Europese Commissie heeft gisteren aangekondigd dat ze..."
677509.0,0,1,0.9069939719543882,EÄ‚Â©n op drie beleggers koopt aandelen als gok,"BRUSSEL -- De beurs is een casino geworden, hoor je een kniesoor wel eens zeuren. Hij heeft het dan vooral over de uit de hand gelopen koersen van allerlei techno- en internetbe..."
484249.0,0,1,0.9054744650092124,Ben Berden negen maanden langer geschorst.,"Inhumaan, noemt sportadvocaat Johnny Maeschalck, de verlenging van de schorsing van veldrijder Ben Berden door het sporttribunaal (Tas) in Lausanne. Het Tas legde Berden een dop..."
482804.0,0,1,0.8913421116546252,BelgiÄ‚Â« zesde in Europa,"BRUSSEL. - Met 15.957 asielaanvragen staat Belgi? in Europa op de zesde plaats, maar wel voor de buurlanden. Het aantal asielaanvragen daalde vorig jaar in Europa tot 237.825 en..."
