id,y_true,y_pred,score,headline_short,description_short
668586.0,0,1,0.9964938424308591,Leterme I eindelijk rond,BRUSSEL - Na een korte onderhandeling was het Vlaamse regeerakkoord snel beklonken. De verdeling van de portefeuilles was andere koek. DE persconferentie van formateur Yves Lete...
440578.0,0,1,0.9895503414695227,'Voeg Brussel bij Vlaanderen',DIKSMUIDE - De IJzerbedevaart roept minister-president Peeters op het heft in handen te nemen. Van onze redacteur Het was de eerste editie van de IJzerbedevaart in de nieuwe for...
439820.0,0,1,0.9859001062066732,Leterme spreekt met 'wijzen',BRUSSEL - Minister van Institutionele Hervormingen Yves Leterme poogt de staatshervorming uit het carcan van een voorzittersonderonsje te halen. Van onze redactrice Bij de polit...
482569.0,0,1,0.9858063166981683,UDPS heeft geen kandidaat voor Congolese verkiezingen.,"De grootste oppositiepartij van de Democratische Republiek Congo (DRC), de Union pour la d?mocratie et le progr?s social (UDPS), heeft geen enkele kandidaat voorgedragen voor de..."
667701.0,0,1,0.9814715209333885,VLD drijft druk op Brussels Gewest op,"BRUSSEL - VLD-voorzitter Bart Somers drijft de druk op bij de onderhandelingen over de toekomst van de luchthaven van Zaventem. ,,Als die niet slagen, moeten we overwegen de gel..."
482726.0,0,1,0.9771519191839696,Schiltz of vriend,BRUSSEL. - Het eerbetoon aan Hugo Schiltz in de Senaat werd gisteren een trieste vertoning. Minister van Staat en voormalig Volksunie-boegbeeld Hugo Schiltz overleed op 5 august...
665914.0,0,1,0.968158771666755,Freya Van den Bossche zwanger,BRUSSEL - Minister van Werk Freya Van den Bossche (SP.A) is zwanger. Ze is niet van plan zich na de bevalling - tijdelijk - te laten vervangen. De 29-jarige federale minister wo...
647769.0,0,1,0.9678719458309708,Artikel zonder titel,"EEN TRIMESTER REGEREN BRUSSEL -- Jos Geysels, politiek secretaris van beleidspartij Agalev, maakt de balans op van drie maanden meeregeren. Tegenover de meerderheid is hij op zi..."
647993.0,0,1,0.9665774869145198,Navo vreest humanitaire catastrofe Zet tweede aanvalsfase in Kosovo in,"BRUSSEL (belga, reuters, eigen berichtgeving) -- In Kosovo dreigt volgens de Navo ,,de ergste humanitaire ramp sinds het einde van de Tweede Wereldoorlog''. De alliantie beslist..."
483651.0,0,1,0.9646858716374229,Michel adviseert hervorming VN,"BRUSSEL. - Secretaris-generaal Kofi Annan heeft Louis Michel ,,ten persoonlijke titel'' aangesteld als lid van een comit? van deskundigen over de hervorming van de VN. Vandaag v..."
482908.0,0,1,0.9640922034013183,Mist over mogelijke CIA-vluchten blijft,BRUSSEL. - De Staatsveiligheid weet nauwelijks waar buitenlandse veiligheidsdiensten in ons land mee bezig zijn. Het lijkt erop alsof er nooit geheime CIA-vluchten geweest zijn ...
484447.0,0,1,0.9573302125351788,Overleg op komst tussen Franse vakbonden en UMP,PARIJS. - De Franse vakbonden gaan overleg voeren met regeringspartij UMP over het jongerencontract. Vanochtend zouden de eerste gesprekken moeten beginnen tussen de Franse vakb...
482363.0,0,1,0.9539311879994501,Iran aanvaardt voorwaarde VS niet,"WENEN (REUTERS). - Iran verwerpt de voorwaarde die de VS stelt voor het openen van gesprekken over het kerndossier. Iran staat volgens zijn minister van Buitenlandse Zaken, Mano..."
675720.0,0,1,0.9516567963412365,VS akkoord met hulp aan Belgrado,"WASHINGTON (reuters, ap) -- De Amerikaanse regering zal Joegolavi? de hulp verstrekken die ze had opgeschort om dat land onder druk te zetten voor democratische veranderingen en..."
646495.0,0,1,0.9516263836858677,Kabinetten eenzijdig samengesteld,BRUSSEL -- De federale kabinetten zijn eenzijdig samengesteld. De meeste tellen maar een of twee stafleden van de andere taalrol dan de minister. Ze zijn ook veel te mannelijk. ...
676389.0,0,1,0.9480019994329402,Visie op lange termijn ontbreekt 50 miljard te kort voor milieubeleid,"BRUSSEL -- Als Vlaanderen de achterstand wil inlopen in het domein van natuurontwikkeling, bodemsanering en -- vooral -- waterzuivering, zal het in 2006 aankijken tegen een fina..."
482819.0,0,1,0.9454002417606516,EU tegen minimumprijs sigaretten,"BRUSSEL. (BELGA, DS) - Een minimumprijs voor sigaretten, zoals in Belgi?, verhindert de vrije concurrentie, zegt Europa. De Europese Commissie heeft gisteren aangekondigd dat ze..."
646887.0,0,1,0.9416759944333287,Vredesmacht welkom in Oost-Timor,"JAKARTA (ap, reuters) -- Indonesi? boog gisteren onder de dreiging van economische en financi?le sancties en aanhoudende diplomatieke druk. President B.J. Habibie kondigde aan d..."
666053.0,0,1,0.9381838907702391,Verwilghen zit bij laatste drie,BRUSSEL - VLD-minister Marc Verwilghen zit bij de laatste drie kandidaten voor de job van commissaris voor de mensenrechten bij de Raad van Europa. De parlementaire assemblee ko...
668060.0,0,1,0.9376328207658398,Vlaamse premies te laat betaald,BRUSSEL - De Vlaamse administratie kan de aanmoedigingspremie voor 50-plussers en andere werknemers uit de non-profitsector voorlopig niet betalen. De trage start van de regerin...
